1.000000000000000000e+00,9.917242527008056641e-01
9.999896287918090820e-01,9.997442960739135742e-01
9.999829530715942383e-01,1.000000000000000000e+00
-1.000000000000000000e+00,-9.085559248924255371e-01
9.988197088241577148e-01,1.000000000000000000e+00
9.999942183494567871e-01,7.016403675079345703e-01
-9.999885559082031250e-01,9.999904036521911621e-01
-9.977533221244812012e-01,9.990232586860656738e-01
9.612400531768798828e-01,9.999635219573974609e-01
-9.999990463256835938e-01,9.987875819206237793e-01
-1.000000000000000000e+00,2.711595892906188965e-01
-1.000000000000000000e+00,-9.765912890434265137e-01
-9.889481067657470703e-01,9.459755420684814453e-01
9.997004270553588867e-01,1.000000000000000000e+00
-9.995912313461303711e-01,-9.954491257667541504e-01
3.852009475231170654e-01,9.033599495887756348e-01
9.999362826347351074e-01,-9.987697005271911621e-01
-1.000000000000000000e+00,9.999973773956298828e-01
1.000000000000000000e+00,-9.950016736984252930e-01
-7.564954161643981934e-01,-8.914235830307006836e-01
6.187353730201721191e-01,9.999994635581970215e-01
-9.989486336708068848e-01,1.000000000000000000e+00
-9.039613008499145508e-01,-9.999983310699462891e-01
9.998304247856140137e-01,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
9.536036252975463867e-01,-9.991039633750915527e-01
5.727201104164123535e-01,9.995612502098083496e-01
-9.535940289497375488e-01,9.997084736824035645e-01
9.617106318473815918e-01,9.999995827674865723e-01
1.000000000000000000e+00,-9.999666810035705566e-01
6.001529097557067871e-01,1.000000000000000000e+00
9.984217286109924316e-01,-1.000000000000000000e+00
9.268952012062072754e-01,1.000000000000000000e+00
9.999548792839050293e-01,9.115635156631469727e-01
-9.837948679924011230e-01,-9.999975562095642090e-01
1.409454792737960815e-01,1.000000000000000000e+00
-9.911249876022338867e-01,7.150965929031372070e-01
-9.970206022262573242e-01,9.926890134811401367e-01
-1.000000000000000000e+00,-9.999948143959045410e-01
-9.173722267150878906e-01,-4.188314676284790039e-01
-9.083069562911987305e-01,-1.000000000000000000e+00
8.082519173622131348e-01,-9.957653880119323730e-01
8.442032933235168457e-01,8.986297845840454102e-01
1.000000000000000000e+00,-9.999010562896728516e-01
1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.684144616127014160e-01
1.000000000000000000e+00,3.304258882999420166e-01
9.999989271163940430e-01,-9.393295049667358398e-01
1.000000000000000000e+00,7.227777838706970215e-01
-9.990230798721313477e-01,9.999982118606567383e-01
9.999842047691345215e-01,-1.000000000000000000e+00
-9.999969005584716797e-01,-9.355239868164062500e-01
-1.000000000000000000e+00,9.321788549423217773e-01
1.000000000000000000e+00,-8.991938233375549316e-01
-1.000000000000000000e+00,-8.964033722877502441e-01
-3.710958957672119141e-01,9.921433925628662109e-01
1.000000000000000000e+00,-9.978196620941162109e-01
3.255752921104431152e-01,9.992329478263854980e-01
9.576613306999206543e-01,-1.000000000000000000e+00
-9.999963045120239258e-01,-3.487597703933715820e-01
1.000000000000000000e+00,-1.000000000000000000e+00
-9.999995231628417969e-01,1.000000000000000000e+00
9.999878406524658203e-01,-1.000000000000000000e+00
9.999885559082031250e-01,-9.900281429290771484e-01
8.940829038619995117e-01,9.995903372764587402e-01
9.998738169670104980e-01,4.944638609886169434e-01
9.999014139175415039e-01,9.999247193336486816e-01
9.999564290046691895e-01,-9.985209703445434570e-01
-9.993436932563781738e-01,1.000000000000000000e+00
9.782518148422241211e-01,1.000000000000000000e+00
9.998506307601928711e-01,1.000000000000000000e+00
-1.000000000000000000e+00,-9.994308948516845703e-01
9.999333620071411133e-01,-2.447637617588043213e-01
4.632343947887420654e-01,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
-1.000000000000000000e+00,4.350620806217193604e-01
3.289841115474700928e-01,9.999987483024597168e-01
5.499319434165954590e-01,-7.550683021545410156e-01
9.995598196983337402e-01,-9.996553659439086914e-01
-8.559972047805786133e-01,-9.999997019767761230e-01
